season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1920,Yıldırım Mert Çetin,DF,Roma,Serie A,257,0,0,0,0,0,0.1,0,0.1,0.1,0.1,1.03,0,9.3,0,0,93.3,240.3,0,1.38,0,0,0.69,1.72,10.7,2.41,0.69,2.41,2.76,56.9,8.97,31.7,25.9,3.1,1.38,1.03,100,36.9,104.5,4.31,1.7,0.21,39.7,37.9,0,6.21,1.03,0,2.07,2.07,9.31,3.45
1920,Yoann Court,FW,Brest,Ligue 1,1465,0.18,0.43,0.61,0.18,0.61,0.12,0.13,0.25,0.12,0.25,2.09,0.67,21.9,2.4,0.49,68.9,126.3,0.98,2.64,0.92,0.31,3.13,3.5,20.1,1.41,0.74,4.23,1.04,47.2,1.04,8.04,22.5,19.9,2.39,1.66,55.6,30.2,107.4,4.88,1.36,0.28,42,31.3,0,6.56,1.6,2.02,1.35,1.29,5.58,1.84
1920,Yoel,GK,Eibar,La Liga,270,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,51.6,743.7,0,3,0,0,0,0,0.67,0.33,0,0,0,35,27.7,35,0,0,0,0,,11.7,40,9.23,1.54,0,9.33,9.33,0,2.67,3,0,0.33,0,5.67,0
1920,Yohan Cabaye,MF,Saint-Étienne,Ligue 1,858,0,0.1,0.1,0,0.1,0.06,0.06,0.12,0.06,0.12,1.16,0.32,21.8,2.1,0.1,79.8,277.5,0.95,6.11,0.53,0.11,6.32,3.89,26.2,1.26,1.79,5.68,1.47,64.5,1.89,16.2,39.3,13.5,1.05,0.95,77.8,41.3,114.2,5.93,2.04,1.32,42.1,40.6,0,9.47,1.68,0.84,2.21,1.26,11.9,1.79
1920,Yohann Pelé,GK,Marseille,Ligue 1,150,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76.6,332.9,0,0,0,0,0,0,0,0,0,0,0,30,25.3,30,0,0,0,0,,11.2,22.9,2.46,0.31,0,11.8,11.8,0,1.76,0,0,0,0.59,3.53,0
1920,Yoshinori Mutō,FW,Newcastle Utd,Premier League,212,0,0,0,0,0,0.04,0.03,0.06,0.04,0.06,0.42,0,8.3,1.7,0,83.9,55,0.83,0.42,0.83,0.42,1.25,1.25,21.7,0.42,0,1.25,0,21.3,0,2.92,11.3,10,1.25,2.92,85.7,18.8,78.8,3.64,1.24,1.11,33.3,14.6,0,4.58,0,0.42,0.83,1.25,3.75,2.92
1920,Youcef Attal,FW,Nice,Ligue 1,1003,0.09,0.09,0.18,0.09,0.18,0.13,0.05,0.19,0.13,0.19,1.71,0.81,17.3,2.87,0.18,80.7,176.6,0.81,2.25,0.99,0.27,3.6,2.61,17.6,2.16,1.53,4.14,1.08,66.8,1.62,14.5,32.9,27,4.32,7.66,48.2,50.1,305.3,7,2.8,0.6,55.9,46.1,0,6.76,1.17,2.7,1.35,2.25,6.31,2.07
1920,Youri Tielemans,MF,Leicester City,Premier League,2828,0.1,0.19,0.29,0.1,0.29,0.1,0.17,0.28,0.1,0.28,1.72,0.41,22.6,3.02,0.29,80.7,220,1.66,5,1.18,0.22,5.29,1.82,19.2,1.62,0.57,2.39,0.76,68.2,0.99,10.4,37.2,24.2,1.88,1.46,65.2,46.5,107.6,1.26,0.44,0.22,56.5,50.5,0.29,11.6,2.07,1.43,1.05,1.56,9.14,1.81
1920,Youssef Aït Bennasser,MF,Bordeaux,Ligue 1,536,0,0.17,0.17,0,0.17,0.01,0.02,0.03,0.01,0.03,0.33,0,31.6,1.34,0.34,86.4,259.2,0.67,4.67,0.5,0,6.33,1.83,27.3,2,0.83,2.67,1.17,78.8,2,13.5,60.8,7.83,0.17,2,50,56.7,113,2.88,1.67,0,61.5,58.2,0.33,15.5,0.83,0.17,1.67,0.5,13.2,2.5
1920,Youssef En-Nesyri,FW,Leganés,La Liga,1385,0.26,0.13,0.39,0.26,0.39,0.26,0.05,0.31,0.26,0.31,2.53,1.17,14.5,1.56,0.32,61.3,32.5,0.45,0.19,0.65,0.19,0.84,0.52,19.2,1.1,0.13,0.65,1.23,30.5,1.36,2.47,13.7,16.1,4.61,2.27,48.6,16.4,64.8,10,3.33,0,48.3,21.8,0,5.78,0.65,0.78,1.36,1.23,3.96,9.81
1920,Youssef En-Nesyri,FW,Sevilla,La Liga,796,0.45,0,0.45,0.45,0.45,0.41,0.03,0.44,0.41,0.44,2.39,0.91,10.9,0.68,0,65.6,25.7,0.45,0.45,0.11,0,0.68,0.91,21.9,0.91,0.57,1.48,0.8,29.7,1.02,3.3,16.5,11.7,4.89,1.59,42.9,15.5,57.2,0,0,0,39.2,21.4,0,5.68,0,0.57,1.82,1.25,3.07,8.97
1920,Youssouf Fofana,MF,Strasbourg,Ligue 1,1008,0.09,0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,1.03,0.29,27.5,1.43,0,86,157.3,0.71,3.48,0.45,0.09,3.75,2.05,21,1.34,0.98,3.04,1.34,66,2.94,17.8,43.4,10.4,1.18,2.79,57.9,46.8,194,0,0,0,50.1,45.6,0.15,7.35,1.76,0.74,0.98,0.54,8.48,2.41
1920,Youssouf Fofana,MF,Monaco,Ligue 1,610,0,0.3,0.3,0,0.3,0.04,0.08,0.12,0.04,0.12,1.34,0.36,21,1.77,0.3,85.7,221.8,0.74,4.41,0.74,0.15,4.71,2.65,22.4,2.35,0.88,3.53,1.62,51.7,0.71,10.7,31.7,14.1,1.7,1.79,55,36.2,133.7,10.5,4.25,0.4,40.8,36.1,0.09,9.55,1.16,0.54,1.76,1.03,11.2,2.21
1920,Youssouf Koné,DF,Lyon,Ligue 1,818,0,0,0,0,0,0,0.07,0.08,0,0.08,0.33,0,32.1,1.76,0,86.6,367.5,1.1,2.97,0.55,0.22,5.38,2.64,8.9,0.88,0.66,3.3,2.42,80.2,2.97,22.7,47.4,15.4,0.11,2.86,65.4,58.1,177.7,3.5,1.63,0.25,58.1,56.3,0,8.35,2.53,2.2,0.44,0.66,8.13,1.32
1920,Youssouf Sabaly,DF,Bordeaux,Ligue 1,913,0,0.1,0.1,0,0.1,0.03,0.13,0.15,0.03,0.15,0.59,0.1,18,2.07,0.1,81.7,283.5,1.19,3.47,1.09,0.59,4.95,2.38,14.3,1.58,0.89,3.27,3.27,71.7,3.56,17.6,41.3,17.2,1.68,1.98,60,45.3,135.7,1.57,0.25,0,47.5,42.3,0.3,11.1,0.69,2.18,1.09,1.39,10.9,2.18
1920,Yun Il-lok,MF,Montpellier,Ligue 1,121,0,0,0,0,0,0.2,0.53,0.73,0.2,0.73,0.77,0,7.3,2.98,0,75.9,105.4,2.31,1.54,1.54,1.54,0.77,1.54,33.1,0,0,1.54,0,51.5,0.77,9.23,26.2,16.9,5.38,5.38,57.1,43.8,122.3,3.66,1.57,0.12,52.3,36.9,0,8.46,0.77,3.08,0.77,0,12.3,3.08
1920,Yunis Abdelhamid,DF,Reims,Ligue 1,2520,0.11,0,0.11,0.11,0.11,0.05,0,0.05,0.05,0.05,0.68,0.18,14.2,0.57,0.04,87.7,322.9,0.07,1.61,0.11,0,2.86,2.18,10.7,1.54,0.86,3.04,5.93,66.3,9.14,40.4,28.6,2.18,0.96,0.93,80.8,42.9,153.8,7.32,3.03,0,45.2,44.1,0.04,6.57,1.75,0.04,0.75,0.71,8.07,4.57
1920,Yunus Mallı,FW,Union Berlin,Bundesliga,673,0,0.13,0.13,0,0.13,0.1,0.1,0.2,0.1,0.2,1.33,0.53,16.1,2.01,0.27,71.4,66,0.53,0.93,0.4,0.13,1.73,1.2,14.7,1.07,0.4,1.6,0.53,40.4,0.93,5.87,20.7,17.3,2.13,1.47,45.5,26.7,90,0,0,0,38.7,29.3,0,7.07,0.4,0.53,0.8,2.27,5.33,1.47
1920,Yuri Berchiche,DF,Athletic Club,La Liga,2850,0.06,0.03,0.09,0.06,0.09,0.04,0.08,0.13,0.04,0.13,1.1,0.28,23.7,1.77,0.09,79.7,317.5,0.85,3.53,1.17,0.57,5.68,1.58,12.9,2.37,0.69,2.27,2.18,65.6,2.56,17.9,33.8,19.1,1.39,2.24,66.2,40.9,159.1,1.52,0.3,0.61,42.8,37.9,0.03,8.99,2.05,2.52,1.04,1.55,10.1,2.34
1920,Yussuf Poulsen,FW,RB Leipzig,Bundesliga,1222,0.37,0.44,0.81,0.37,0.81,0.43,0.13,0.56,0.43,0.56,2.43,0.74,11.9,2.58,0.66,70.5,54.4,1.03,1.03,1.03,0,2.28,0.96,30.4,1.32,0.51,1.47,0.96,40.3,1.1,2.87,19.9,19.5,5.81,1.84,52,25.3,70.4,2.5,0.83,0,52.6,29.3,0.29,7.5,0.51,0.74,2.13,2.06,4.71,6.62
1920,Yusuf Yazıcı,MF,Lille,Ligue 1,848,0.11,0.42,0.53,0,0.42,0.2,0.28,0.49,0.12,0.41,2.13,0.32,23.7,4.67,0.53,69.6,189.1,2.66,2.66,0.96,0,3.4,1.81,26.4,1.28,0.21,2.02,0.53,61.4,0.43,4.36,28.3,33.6,2.87,3.51,45.5,41.6,140.3,3.44,1.44,0.4,50,39.5,0.11,9.79,3.94,1.7,1.17,0.74,7.02,1.06
1920,Yuya Osako,FW,Werder Bremen,Bundesliga,1848,0.39,0.1,0.49,0.39,0.49,0.32,0.12,0.45,0.32,0.45,2.24,1.02,15.5,3.12,0.24,75.7,95.2,1.46,2.54,0.73,0.1,3.12,1.51,18.1,0.93,0.05,1.56,0.39,46,0.68,4.24,26.9,18.1,4.59,2.2,53.3,33.2,76.7,6.27,1.36,0.34,50.6,35,0.15,10.6,0.63,0.63,1.51,1.9,5.37,6.59
1920,Yvann Macon,DF,Saint-Étienne,Ligue 1,95,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0.91,0.91,30.9,0.95,0,73,250,0,0,0,0,2.73,3.64,20,4.55,0.91,4.55,2.73,76.4,0.91,22.7,37.3,22.7,0,0.91,100,33.6,76.4,2.69,1.64,0.45,38.2,32.7,0,7.27,2.73,0.91,0.91,2.73,10.9,2.73
1920,Yves Bissouma,MF,Brighton,Premier League,1259,0.07,0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,1.14,0.43,28,0.79,0,84.4,140.4,0.29,3.43,0.43,0,2.86,4.14,22,2,1.14,5.29,1.57,60,2.29,16.2,33.6,14.7,0.86,3.07,60.5,40.9,145.2,3.31,0.58,0,41.9,38.7,0,7.5,1.71,0.43,2.21,1.07,11.2,2
1920,Yvon Mvogo,GK,RB Leipzig,Bundesliga,180,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,86.1,441.5,0,0,0,0,0,0,0,0,0,0,0,41,32.5,41,0,0,0,0.5,100,29.5,36.5,3,0.48,0.03,24.5,24.5,0,4.5,0,0,0,0,7.5,0
1920,Zack Steffen,GK,Düsseldorf,Bundesliga,1530,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.29,0.06,71.1,604.6,0.12,0.41,0.06,0,0.06,0,0.24,0,0.06,0.06,0.18,39.6,34.3,39.4,0.35,0,0,0,,18.4,54.1,4.34,1.69,0.24,14.5,14.5,0,2.76,1.76,0,0,0.12,6.35,0
1920,Žan Majer,MF,Lecce,Serie A,1664,0.05,0.05,0.11,0.05,0.11,0.12,0.07,0.2,0.12,0.2,1.08,0.43,20.7,2.27,0.22,79.5,144.7,1.03,3.3,0.86,0.27,2.92,1.84,22,2.27,0.97,2.81,1.3,50.7,2.65,15,25.6,13.6,1.24,1.3,54.2,32.7,117,9.31,1.72,0,36.9,32.3,0.16,7.41,0.92,1.3,1.51,0.81,9.35,1.24
1920,Zaydou Youssouf,MF,Saint-Étienne,Ligue 1,1077,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,0.67,0.17,29.7,1.84,0.17,82.2,150.4,0.75,2.83,0.33,0,2.42,3.33,17,1.17,0.92,4.25,1.33,54.8,1.58,13.9,37.7,8.42,0.33,3.42,70.7,43.3,144.3,1.74,0,0,40.6,36.9,0,8.42,3,0.67,1.25,2.25,10,1.67
1920,Zeki Çelik,DF,Lille,Ligue 1,2070,0,0.09,0.09,0,0.09,0.01,0.08,0.09,0.01,0.09,0.22,0.04,18.6,1.3,0.22,80.1,329.7,0.74,3.87,1.17,0.48,5.13,2.83,17,1.61,0.65,3.48,2.13,70.1,2.39,15.3,38.8,20.8,1.48,1.83,45.2,42,148.5,2.64,0.55,0.09,44.5,40.1,0.09,8.26,1.04,2.04,1.65,0.48,10.1,2.61
1920,Zinedine Ferhat,FW,Nîmes,Ligue 1,2246,0.12,0.16,0.28,0.12,0.28,0.12,0.19,0.32,0.12,0.32,1.8,0.56,18.7,3.65,0.24,63.4,170.2,1.96,1.96,1.56,0.6,3.88,1.08,10.5,0.96,0.64,1.72,0.72,50.6,0.88,6.48,20.3,27.7,3.4,4.16,51.9,35.4,162.8,10,0,0,47.4,34.4,0.12,7.52,2,3.4,0.68,2.16,7.16,4.72
1920,Zinédine Ould Khaled,MF,Angers,Ligue 1,59,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,88,70,0,0,0,0,0,1.43,34.3,4.29,4.29,5.71,2.86,54.3,0,8.57,40,8.57,0,1.43,100,35.7,92.9,2.35,1.18,0,31.4,31.4,0,8.57,0,0,2.86,0,7.14,4.29
1920,Zlatan Ibrahimović,FW,Milan,Serie A,1362,0.66,0.33,0.99,0.53,0.86,0.65,0.23,0.87,0.5,0.73,4.17,1.19,15.2,3.83,0.46,69.8,114.6,1.85,2.38,1.85,0.33,3.71,0.26,8.34,0.6,0.07,0.33,1.52,53.8,1.72,2.12,25.6,28.4,8.08,1.46,54.5,33.4,68.1,9.72,3.17,0.68,59.5,44.4,0.2,11.1,0.99,1.52,1.99,1.06,3.91,7.36
1920,Zouhair Feddal,DF,Betis,La Liga,1431,0.06,0.13,0.19,0.06,0.19,0.05,0.04,0.09,0.05,0.09,0.57,0.19,12.7,0.94,0.25,86.3,406.4,0.31,2.58,0.13,0,3.33,1.07,7.8,1.19,0.57,1.64,7.11,77.7,11.1,42.2,38.4,2.2,1.01,0.31,80,49.9,156,6.24,2.6,0.55,55.4,54.5,0.06,7.67,2.58,0.06,1.45,0.63,10,3.96
1819,Ismael Aaneba,DF,Strasbourg,Ligue 1,204,0,0,0,0,0,0,0.21,0.21,0,0.21,0,0,,0.88,0,65.6,341.7,0.43,2.61,0.87,0.87,5.22,6.09,28.7,3.04,2.17,8.26,3.91,68.3,3.48,24.3,29.6,17,0,1.3,66.7,37,118.7,4.78,0.87,0,33,30.4,0,6.96,2.17,2.17,2.61,0,9.57,2.17
1819,Patrick van Aanholt,DF,Crystal Palace,Premier League,3195,0.08,0.06,0.14,0.08,0.14,0.08,0.11,0.19,0.08,0.19,1.24,0.34,19.7,2,0.17,80.9,334,0.96,3.24,1.77,0.25,6.31,1.3,11.9,1.72,1.01,2.31,2.76,64.7,3.89,19.1,30.2,19.2,2.2,1.21,62.8,41.4,115.9,5.86,1.75,0.56,41.3,38.1,0.11,7.72,0.82,1.52,0.34,0.39,9.32,0.53
1819,Ignazio Abate,DF,Milan,Serie A,1302,0,0,0,0,0,0,0.02,0.03,0,0.03,0.07,0.07,14.8,1.24,0,83.4,400.1,0.48,5.03,0.9,0.28,5.31,2.55,13.7,2.34,0.97,3.52,3.66,72.8,5.1,24.2,40.5,11.4,0.62,0.62,55.6,48.3,101,3.86,0.97,0.14,48.9,47.4,0.21,9.93,0.97,1.38,0.9,0.48,7.79,1.17
1819,Issah Abbas,FW,Mainz 05,Bundesliga,9,0,0,0,0,0,0.17,0,0.17,0.17,0.17,10,0,30.2,0,0,50,90,0,0,0,0,0,0,10,0,0,0,0,50,0,10,20,40,0,10,100,60,40,0,0,0,20,20,0,0,0,0,0,10,30,0
1819,Yunis Abdelhamid,DF,Reims,Ligue 1,3420,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0.47,0.11,13.1,0.53,0.03,83.6,266.5,0.08,1.34,0.08,0,1.55,1.76,9.45,2.05,1.21,2.97,6.32,53.2,8.16,35.4,19.8,1.21,0.68,0.63,91.7,32.3,88.2,1.08,0.11,0,31.8,31,0.03,4.92,1.39,0,0.87,0.55,8.61,3.56
1819,Mehdi Abeid,MF,Dijon,Ligue 1,2023,0.13,0,0.13,0.09,0.09,0.14,0.06,0.2,0.1,0.17,1.56,0.49,22.9,1.91,0.09,85,172.8,1.02,3.87,0.49,0.09,3.2,2.58,20,1.64,1.07,3.64,0.98,60.3,1.51,13.4,39.2,11.9,1.2,2.71,62.3,45.2,114,4.22,0.89,0.04,44.8,39.9,0.09,8.8,1.42,0.58,2.53,1.29,11.4,1.33
1819,Charles Abi,FW,Saint-Étienne,Ligue 1,32,0,0,0,0,0,0.45,0,0.45,0.45,0.45,2.5,0,12,5.63,0,37.5,37.5,0,0,5,0,5,15,27.5,0,2.5,17.5,0,72.5,2.5,17.5,27.5,35,7.5,7.5,66.7,50,130,2.5,2.5,0,57.5,37.5,0,12.5,0,0,5,2.5,15,7.5
1819,David Abraham,DF,Eint Frankfurt,Bundesliga,1420,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,0.32,0.06,12.7,0.7,0.06,77.5,288.9,0.19,3.67,0.44,0.19,4.18,1.77,11.5,2.53,0.95,2.72,4.11,52.4,5.7,23.7,29.1,3.61,0.51,0.32,80,30.1,105.1,3.61,0.95,0,28.6,28,0,6.39,1.52,0.25,0.7,0.57,12.5,2.72
1819,Amir Abrashi,MF,Freiburg,Bundesliga,790,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,0.8,0.23,25.9,0.46,0,86.7,110,0.23,2.5,0.11,0,1.82,2.16,23,1.25,1.36,3.52,1.14,52.6,2.27,11.9,35.7,7.61,0.45,0.8,85.7,38.5,71.8,2.84,1.02,0.11,33.1,31.5,0,8.75,0.45,0.11,2.16,1.82,13.3,1.25
1819,Francesco Acerbi,DF,Lazio,Serie A,3309,0.08,0.03,0.11,0.08,0.11,0.08,0.02,0.1,0.08,0.1,0.52,0.19,8.6,0.6,0.05,87,290.6,0.22,3.04,0.16,0.05,2.55,1.39,7.04,1.71,1.17,2.55,4.92,58.8,7.58,30.4,30.1,3.45,0.73,0.3,81.8,37,137.1,3.72,0.98,0.05,36.5,35.5,0.03,7.12,1.3,0.22,0.71,1.14,11.5,3.1
1819,Afriyie Acquah,MF,Empoli,Serie A,1510,0.12,0,0.12,0.12,0.12,0.09,0.04,0.13,0.09,0.13,1.37,0.42,20.8,2.03,0,80.4,153.3,0.65,3.81,0.83,0.18,3.57,1.55,18.3,1.01,0.42,1.96,0.77,54.8,1.55,8.99,30.2,21.4,1.96,2.86,77.1,46.8,173.4,7.8,3.15,0.36,48,41.6,0.18,8.69,1.19,1.31,1.67,1.9,7.74,2.02
1819,Tyler Adams,MF,RB Leipzig,Bundesliga,721,0,0.25,0.25,0,0.25,0.03,0.09,0.12,0.03,0.12,0.38,0.13,19.5,1.62,0.5,80.6,278,0.63,6.13,0.5,0,6.5,3.38,26.3,1.63,1.38,4.75,1.38,77.1,2.13,14.5,52.6,15.9,0.88,1.75,78.6,51.4,169,6.63,2.13,0.13,54.8,50.5,0.5,11.1,0.75,0.25,1.5,1.38,15.9,3.63
1819,Antonio Adán,GK,Atlético Madrid,La Liga,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,50,247,0,0,0,0,0,0,0,0,0,0,0,28,27,28,0,0,0,0,,11,51,0,0,0,9,9,0,0,1,0,0,0,3,0
1819,Aday,DF,Girona,La Liga,645,0,0.28,0.28,0,0.28,0.03,0.11,0.14,0.03,0.14,1.25,0.42,28.4,3.49,0.28,70.8,239.4,1.94,1.11,1.39,1.39,1.67,1.81,12.1,1.25,1.11,2.92,1.39,53.6,2.64,13.1,27.2,19.2,0.97,2.08,73.3,35.8,146.8,7.22,3.06,0.56,37.1,32.8,0,9.03,3.47,5.69,0.83,1.11,5.28,0.56
1819,Khaled Adénon,DF,Amiens,Ligue 1,1994,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0.5,0,9.1,0.32,0,87.1,294,0.14,2.79,0.18,0,2.84,1.4,7.12,1.62,0.86,2.25,5.32,53.7,5.63,30,26.1,1.08,0.68,0.09,100,32.5,106.4,2.12,0.14,0,31.9,31.3,0,4.77,2.03,0,1.49,0.95,11.2,3.56
1819,Claud Adjapong,MF,Sassuolo,Serie A,270,0.33,0,0.33,0.33,0.33,0.17,0.03,0.2,0.17,0.2,1,0.33,19.3,0.67,0,76.2,126,0.67,0.67,1,0,1.33,2.33,15.7,1,1,3.33,1,48.7,1.67,12.7,19.7,20.3,3,4.33,61.5,36.3,55.3,2.33,0.33,0.67,34.7,28.3,0,3.67,0.33,1,1,2,7,1.67
1819,Yacine Adli,MF,Bordeaux,Ligue 1,216,0,0,0,0,0,0.01,0.39,0.4,0.01,0.4,0.42,0,47.3,2.92,0,73.5,246.3,2.5,5.42,1.25,0.42,6.67,1.25,23.8,1.25,0.42,1.67,0.42,77.9,0,6.67,45.4,35.4,3.33,6.67,68.8,64.2,194.2,10.4,5,0.42,70.8,62.1,0.42,13.3,2.08,2.92,1.67,0.42,8.75,1.25
1819,Ali Adnan Kadhim,MF,Atalanta,Serie A,166,0,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.67,0,17.2,3.25,0.54,63.4,340,1.67,3.33,1.11,0.56,5.56,1.67,11.7,1.11,1.67,3.33,2.22,76.7,4.44,20.6,30,29.4,2.22,2.78,80,48.9,136.7,4.44,1.67,0,48.3,43.9,0,13.3,2.22,2.78,1.11,1.11,11.1,2.78
1819,Aritz Aduriz,FW,Athletic Club,La Liga,943,0.19,0,0.19,0,0,0.32,0.04,0.36,0.17,0.21,1.33,0.67,12.1,1.43,0.1,62.9,31.5,0.48,0.95,0.29,0.1,0.76,0.48,11.5,0.38,0.1,0.57,0.38,31,0.29,1.81,15.3,15,4.19,1.14,58.3,17.4,21.1,1.33,0.67,0.1,45.4,25,0,6.29,0.1,0.86,2.67,0.76,2.38,7.81
1819,Luis Advíncula,DF,Rayo Vallecano,La Liga,2389,0.04,0.11,0.15,0.04,0.15,0.03,0.07,0.1,0.03,0.1,0.64,0.19,21.7,1.54,0.26,81.4,248.1,0.57,2.08,0.91,0.49,2.64,2.04,14,1.55,0.6,2.64,1.89,55.5,3.09,17.1,26.6,15.7,1.17,2.49,62.1,37.2,92,3.47,1.13,0.19,38,32.7,0,7.02,1.89,1.85,1.81,1.74,8.19,1.55
1819,Martin Agirregabiria,DF,Alavés,La Liga,2032,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,0.09,0,18.5,0.97,0.04,69.5,251.4,0.35,2.79,0.62,0.22,4.07,2.04,9.82,1.77,1.24,3.27,3.76,53.5,3.89,17.3,28.1,11.2,0.35,1.73,71.8,28.4,90.8,3.54,1.19,0.18,28.1,25.2,0,5.22,0.8,1.33,1.06,1.24,9.2,1.86
1819,Nayef Aguerd,DF,Dijon,Ligue 1,1050,0.26,0,0.26,0.26,0.26,0.13,0,0.14,0.13,0.14,0.85,0.34,12.6,0.51,0,78.3,350.7,0.17,3.16,0.26,0.09,2.05,1.71,11.7,1.97,0.34,2.05,8.12,62.8,6.32,29.6,33.8,3.33,0.85,0.51,83.3,40.1,100.3,1.88,0.51,0,40.2,38.7,0,7.09,1.71,0.09,1.71,0.68,7.69,3.59
1819,Sergio Agüero,FW,Manchester City,Premier League,2459,0.77,0.29,1.06,0.7,0.99,0.76,0.2,0.96,0.7,0.91,4.32,1.5,14,2.71,0.62,84.7,61.8,1.25,1.36,1.61,0.04,2.34,0.62,16.9,0.81,0.26,0.88,0.04,41.8,0.18,1.03,15.6,28.5,8.83,2.01,52.7,33.1,87.4,5.16,1.94,1.32,50.9,32.7,0.22,7.36,0.11,0.55,0.81,0.92,4.73,0.91
1819,Ruben Aguilar,DF,Montpellier,Ligue 1,2528,0.04,0.14,0.18,0.04,0.18,0.03,0.11,0.14,0.03,0.14,0.46,0.14,21.7,3.49,0.32,80.9,328,1.64,2.74,1.67,0.85,5.16,3.45,19.8,1.6,0.93,4.38,1.71,70.2,2.42,16,35.2,23.8,1.28,2.81,73.4,46.6,136.6,6.44,2.17,0.46,48.6,42.5,0,10.2,1.28,2.88,1.35,1.46,9.57,1.89
1819,Juan Aguilera,MF,Huesca,La Liga,344,0,0,0,0,0,0.13,0.01,0.15,0.13,0.15,0.79,0.26,17.8,1.31,0,88.1,202.9,0.26,4.21,0.79,0.26,2.89,0.53,10.8,1.84,0.53,1.05,0.79,55.8,1.05,7.37,40.5,11.1,1.05,0.53,50,41.1,106.6,4.21,1.84,0.26,43.9,39.5,0,4.74,1.84,0.53,0.79,1.58,9.74,1.58
1819,Emmanuel Agyemang-Badu,MF,Udinese,Serie A,161,0,0,0,0,0,0.16,0.01,0.17,0.16,0.17,1.67,0,10,1.12,0,83.9,33.9,0.56,0.56,0,0,0,2.78,18.9,0.56,0,2.78,2.78,31.1,2.22,7.22,16.7,7.78,1.67,2.22,0,13.9,11.7,0.56,0,0,25,18.9,0,1.11,1.11,0,1.11,2.22,5.56,5
1819,Jean-Eudes Aholou,MF,Monaco,Ligue 1,1075,0,0.08,0.08,0,0.08,0.05,0.01,0.07,0.05,0.07,1.18,0.25,18.3,1.67,0.17,84.2,179.4,0.34,4.03,0.34,0,4.45,2.1,18.4,0.84,0.92,3.03,1.09,55.4,0.84,10.1,38.4,11.9,1.76,1.09,53.8,40.4,131.9,6.81,2.69,0.42,41.3,38.2,0,6.39,1.01,0.17,2.18,1.43,10,2.02
1819,Antonis Aidonis,DF,Stuttgart,Bundesliga,80,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,41.2,187.8,0,2.22,2.22,1.11,3.33,1.11,30,2.22,2.22,3.33,2.22,47.8,1.11,5.56,17.8,25.6,1.11,1.11,0,24.4,61.1,5.56,0,1.11,22.2,18.9,0,1.11,0,5.56,1.11,0,10,5.56
1819,Ola Aina,DF,Torino,Serie A,2160,0.04,0.12,0.17,0.04,0.17,0.08,0.09,0.17,0.08,0.17,1.04,0.25,18.2,1.96,0.17,72.8,258.5,1,2.17,1.29,0.58,3.71,2.67,19.5,2.79,1.42,4.08,1.71,61.8,2.75,17,28.8,19.9,1.83,2.83,54.4,35.3,121.2,4.54,1.54,0.33,36.7,31.9,0.04,7.13,1.46,3,1.29,1.63,10.2,2
1819,Youssef Aït Bennasser,MF,Saint-Étienne,Ligue 1,936,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,0.67,0,26.6,2.02,0,87.3,240.5,0.77,4.33,0.67,0.19,5.48,2.02,30.7,2.12,0.87,2.88,0.29,72.2,1.15,16.1,51.4,9.04,0.1,1.54,87.5,56.1,107,3.75,0.67,0,57.5,54.4,0.1,14.1,1.63,0.19,0.96,0.87,10.7,1.35
1819,Youssef Aït Bennasser,MF,Monaco,Ligue 1,1073,0,0.17,0.17,0,0.17,0.03,0.08,0.11,0.03,0.11,0.84,0.08,27.8,2.1,0.25,86.3,303.7,1.09,6.3,0.5,0,5.63,2.44,21.4,1.68,0.92,3.36,1.51,69.8,3.03,21.4,47.8,6.22,0.08,2.27,81.5,53.5,154.5,4.2,1.6,0,49.3,47.5,0.17,11.2,2.69,0.17,0.92,0.92,13.9,1.1
