player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,dribble_att,dribble_success,prog_carry_dist
Lorenzo Andrenacci,GK,Brescia,Serie A,531,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,78.5,444.7,0,0,0,0,0,0,0.68,0,0,0,0,31.4,0,,22.2
Robert Andrich,MF,Union Berlin,Bundesliga,2572,0.03,0.07,0.1,0.03,0.1,0.07,0.07,0.14,0.07,0.14,1.75,0.24,24.3,2.76,0.21,71.2,190.1,1.08,3.39,1.12,0.21,4.76,2.73,22.3,1.36,1.29,4.02,2.27,54.1,1.33,71.1,69.9
Victorien Angban,MF,Metz,Ligue 1,1029,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.35,0,30,0.96,0,88.1,200,0.26,3.77,0.18,0,3.77,2.19,21.3,1.32,0.79,2.98,0.7,63.1,1.84,85.7,153.6
Miguel Ángel Guerrero,FW,Leganés,La Liga,790,0.11,0,0.11,0.11,0.11,0.27,0.07,0.34,0.19,0.25,1.48,0.45,11.9,2.05,0.23,74.1,42,0.91,1.02,0.34,0,1.59,0.11,14.7,0.57,0.11,0.23,0.57,31.4,1.82,68.8,27.4
Miguel Ángel Moyá,GK,Real Sociedad,La Liga,1170,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,79.3,511.8,0,0.15,0,0,0,0,0.15,0,0,0,0.08,37.7,0.15,100,36.1
José Ángel,DF,Eibar,La Liga,2360,0.04,0.04,0.08,0.04,0.08,0.02,0.09,0.12,0.02,0.12,0.92,0.27,29.1,1.94,0.19,67.1,385.9,1.03,4.01,1.53,0.92,4.81,2.37,9.58,1.53,1.03,3.4,3.89,66.9,0.92,83.3,108.7
Angeliño,DF,Manchester City,Premier League,423,0,0,0,0,0,0.04,0.26,0.31,0.04,0.31,0.41,0.16,12.6,2.98,0,78.6,364,1.91,7.02,2.98,1.49,8.3,1.7,10,0.85,1.06,2.77,3.83,73,2.21,77.8,124.1
Angeliño,DF,RB Leipzig,Bundesliga,1095,0.08,0.16,0.25,0.08,0.25,0.06,0.19,0.25,0.06,0.25,1.06,0,19.1,3.21,0.41,75.6,327.6,1.64,4.1,1.89,0.82,5.41,1.15,10.4,2.87,0.82,1.97,1.97,101.5,1.7,62.5,200.4
Faustino Anjorin,FW,Chelsea,Premier League,20,0,0,0,0,0,0.05,0,0.05,0.05,0.05,5,0,31.3,0,0,100,70,0,5,0,0,0,5,10,5,0,5,0,60,5,100,200
Peter Ankersen,DF,Genoa,Serie A,1063,0,0.08,0.08,0,0.08,0.07,0.06,0.13,0.07,0.13,1.19,0.34,21.2,1.78,0.08,82.5,253.7,0.68,1.53,1.02,0.51,3.05,0.85,12.8,2.46,0.76,1.61,1.86,61.5,1.53,66.7,116.2
Cristian Ansaldi,DFMF,Torino,Serie A,1768,0.2,0.2,0.41,0.2,0.41,0.07,0.15,0.22,0.07,0.22,1.43,0.41,21.2,2.95,0.41,70.5,251,1.63,2.4,2.4,1.79,3.21,2.24,13.8,1.43,0.61,2.86,1.63,55.4,4.29,63.1,173.9
Janis Antiste,MF,Toulouse,Ligue 1,12,0,0,0,0,0,0.55,0,0.55,0.55,0.55,10,10,26.9,0,0,55.6,110,0,10,0,0,10,0,10,0,10,10,0,110,10,100,480
Michail Antonio,FW,West Ham,Premier League,1768,0.51,0.15,0.66,0.46,0.61,0.59,0.14,0.73,0.56,0.69,3.42,1.53,13.2,3,0.36,64.1,66.1,1.07,1.07,0.71,0.41,1.63,0.71,17.2,1.33,0.41,1.12,0.46,43.4,5.46,66.4,137.8
Antoñito,DFMF,Valladolid,La Liga,1029,0,0,0,0,0,0.01,0.14,0.14,0.01,0.14,0.09,0,8,1.66,0,71,215.5,0.88,2.19,0.79,0.35,2.72,2.19,13.2,2.11,1.67,3.86,2.19,50.4,1.4,37.5,112.8
Mirko Antonucci,FWMF,Roma,Serie A,82,0,0,0,0,0,0.21,0,0.21,0.21,0.21,3.33,0,12.3,2.2,0,77.3,25.6,0,2.22,0,0,0,4.44,25.6,2.22,3.33,7.78,2.22,44.4,0,,121.1
Vitorino Antunes,MF,Getafe,La Liga,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,30,0,,110
Christopher Antwi-Adjei,MFFW,Paderborn 07,Bundesliga,2470,0.04,0.07,0.11,0.04,0.11,0.17,0.12,0.29,0.17,0.29,1.72,0.36,18.2,2.91,0.18,71.3,124.1,1.53,1.06,1.09,0.29,2.34,1.13,17.6,1.68,0.4,1.53,0.47,43.1,2.92,45,159.6
Anuar,MFFW,Valladolid,La Liga,189,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.48,0,25.5,0.95,0,85.1,121,0,2.86,0.48,0,1.9,1.9,17.6,2.86,1.43,3.33,0.48,60.5,1.43,66.7,165.2
Houssem Aouar,MF,Lyon,Ligue 1,1956,0.14,0.18,0.32,0.14,0.32,0.17,0.14,0.31,0.17,0.31,2.07,0.78,19.5,3.17,0.46,84.7,165.5,1.24,4.98,1.06,0,4.93,1.29,17.9,0.88,0.51,1.8,0.55,62.9,4.79,62.5,217.1
Adil Aouchiche,MF,Paris S-G,Ligue 1,64,0,0,0,0,0,0,0,0,0,0,0,0,,1.41,0,77.4,81.4,0,1.43,0,0,1.43,2.86,41.4,4.29,0,2.86,0,57.1,4.29,100,70
Dennis Appiah,DF,Nantes,Ligue 1,1605,0,0,0,0,0,0,0.02,0.02,0,0.02,0.06,0,18.4,1.01,0,77.2,308.5,0.45,2.42,0.22,0.17,3.37,3.54,17,1.12,0.84,4.38,3.65,65.1,1.52,77.8,93
Mauro Arambarri,MF,Getafe,La Liga,3069,0.03,0.03,0.06,0.03,0.06,0.06,0.05,0.1,0.06,0.1,1.35,0.21,24.7,1.09,0.12,66.8,101,0.38,2.73,0.59,0.15,2.49,2.17,23.4,2.02,0.76,2.93,1.44,40,1.26,67.4,57.9
Guilherme Arana,DF,Atalanta,Serie A,80,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,1.11,0,15.8,2.25,0,77.8,303.3,1.11,2.22,3.33,1.11,4.44,5.56,26.7,2.22,1.11,6.67,2.22,75.6,2.22,0,142.2
Charles Aránguiz,MF,Leverkusen,Bundesliga,2118,0.04,0.13,0.17,0.04,0.17,0.06,0.08,0.14,0.06,0.14,0.64,0.09,18.4,1.83,0.21,85.9,333.2,0.98,6.04,0.38,0,7.32,2.34,22.6,1.62,0.98,3.32,1.45,79.5,0.94,59.1,102.6
Luiz Araújo,FWMF,Lille,Ligue 1,828,0.22,0.11,0.33,0.22,0.33,0.14,0.19,0.33,0.14,0.33,2.61,1.2,24.7,3.37,0.22,72.2,91.2,1.3,1.41,1.63,0.43,3.04,1.96,28.5,1.74,0.54,2.5,0.76,48.6,4.13,68.4,162.8
Néstor Araujo,DF,Celta Vigo,La Liga,2888,0.03,0.06,0.09,0.03,0.09,0.02,0.01,0.03,0.02,0.03,0.37,0.09,13,0.22,0.09,87,257.9,0.06,1.37,0,0,1.84,1.46,6.76,1.34,1.18,2.65,6.39,56.8,0.03,100,116
Ronald Araújo,DF,Barcelona,La Liga,238,0,0,0,0,0,0.09,0,0.09,0.09,0.09,0.38,0,5.7,0,0,94.7,305,0,3.85,0,0,1.15,1.54,10,3.46,0,1.54,4.23,89.6,0.38,100,175.8
Anaitz Arbilla,DF,Eibar,La Liga,2007,0.04,0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,0.63,0.09,24.7,0.9,0.09,74.4,311.6,0.18,4.53,0.45,0.22,3.72,1.48,7.26,1.7,0.67,2.15,6.1,63.3,0.27,66.7,108.5
Alphonse Areola,GK,Real Madrid,La Liga,360,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,84.4,415.3,0,0,0,0,0,0,0,0,0,0,0,35.5,0,,47.5
Alphonse Areola,GK,Paris S-G,Ligue 1,270,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,96.6,247.3,0,0,0,0,0,0,0,0,0,0,0,20,0,,29
Santiago Arias,DF,Atlético Madrid,La Liga,1076,0,0.08,0.08,0,0.08,0.04,0.09,0.13,0.04,0.13,0.5,0.17,19.9,1.76,0.17,76.3,324.1,0.83,2.33,1.75,0.58,5.75,2.5,10.3,2.33,0.75,3.25,2.92,65,0.58,57.1,95.8
Nicolò Armini,DF,Lazio,Serie A,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,6,0,0,0,0,0,1,5,0,0,1,1,4,0,,0
Stuart Armstrong,MF,Southampton,Premier League,1715,0.26,0.16,0.42,0.26,0.42,0.15,0.06,0.21,0.15,0.21,2.41,0.99,20.4,2.62,0.47,76.1,124.3,0.84,1.73,1.26,0.21,3.14,2.57,21.4,1.26,0.47,3.04,1.15,46.2,2.77,58.5,121.2
José Arnaiz,FWMF,Osasuna,La Liga,791,0.23,0.11,0.34,0.23,0.34,0.14,0.03,0.17,0.14,0.17,2.39,0.68,16.3,1.71,0.23,73,54,0.57,1.14,0.34,0.11,1.14,0.57,18.6,1.48,0.57,1.14,0.68,34.5,0.91,37.5,72.6
José Arnaiz,MFFW,Leganés,La Liga,337,0,0,0,0,0,0.14,0.14,0.28,0.14,0.28,2.97,1.35,20.3,3.74,0,75.3,105.7,1.89,0.54,1.08,0.81,1.08,1.08,20.5,1.89,0.54,1.62,0.27,45.7,6.22,56.5,228.4
Maximilian Arnold,MF,Wolfsburg,Bundesliga,2821,0.13,0.26,0.38,0.13,0.38,0.08,0.19,0.27,0.08,0.27,2.01,0.54,26.3,3.86,0.41,74.8,274.1,2.17,3.58,0.86,0.22,4.41,1.82,18.5,1.18,0.73,2.56,1.44,59.4,0.96,73.3,91
Kepa Arrizabalaga,GK,Chelsea,Premier League,2970,0,0,0,0,0,0,0,0,0,0,0,0,,0.03,0,80.8,372.1,0,0.03,0,0,0,0,0.09,0,0,0,0.03,34.4,0,,45.1
Kwadwo Asamoah,DF,Inter,Serie A,639,0,0.14,0.14,0,0.14,0.01,0.1,0.11,0.01,0.11,0.42,0,19.2,2.25,0.42,79.6,211.5,1.55,2.39,0.42,0.28,4.08,1.27,13.5,1.27,1.41,2.68,1.69,60.3,2.11,86.7,142
Santiago Ascacíbar,MF,Hertha BSC,Bundesliga,634,0,0.14,0.14,0,0.14,0,0.02,0.02,0,0.02,0.29,0,31,0.57,0.14,84.4,133,0.29,1.71,0.14,0.14,2.71,4.57,29,3.14,1.14,5.71,2.71,57.4,1.43,70,71.3
Sergio Asenjo,GK,Villarreal,La Liga,3060,0,0,0,0,0,0,0,0,0,0,0,0,,0.09,0.03,71.4,369.1,0,0.24,0,0,0,0,0.03,0,0,0,0.03,33,0.03,100,28.4
Marco Asensio,FW,Real Madrid,La Liga,336,0.8,0.27,1.07,0.8,1.07,0.45,0.27,0.71,0.45,0.71,2.43,1.35,15.4,2.95,0.27,82.2,121.9,1.89,1.62,1.89,0.54,3.24,1.35,9.19,0.54,0.54,1.89,0.81,54.9,2.16,75,135.7
Kristoffer Askildsen,MF,Sampdoria,Serie A,76,1.18,0,1.18,1.18,1.18,0.05,0.12,0.16,0.05,0.16,1.25,1.25,27,5.92,0,85.7,147.5,2.5,3.75,1.25,0,5,2.5,15,1.25,0,2.5,0,53.8,3.75,66.7,235
Iago Aspas,FW,Celta Vigo,La Liga,3262,0.39,0.08,0.47,0.25,0.33,0.38,0.11,0.5,0.24,0.35,2.15,0.86,15.8,2.95,0.33,77.8,84.2,1.49,1.96,1.27,0.11,2.65,0.8,14.8,0.66,0.52,1.33,0.17,46.3,2.68,61.9,138.4
Roger Assalé,FWMF,Leganés,La Liga,531,0.34,0.17,0.51,0.34,0.51,0.29,0.19,0.48,0.29,0.48,1.86,1.02,15.6,3.22,0.51,82.7,74.2,1.02,1.36,1.02,0,3.05,0.51,11.9,1.02,0,0.51,0.17,32.5,3.39,80,118.8
Miguel Atienza,MF,Eibar,La Liga,30,0,0,0,0,0,0.13,0,0.13,0.13,0.13,3.33,0,10.8,3,0,71.4,66.7,0,6.67,0,0,0,3.33,50,6.67,3.33,6.67,6.67,70,0,,40
Christian Atsu,FWMF,Newcastle Utd,Premier League,749,0,0.36,0.36,0,0.36,0.02,0.11,0.14,0.02,0.14,0.6,0.12,19.7,2.76,0.36,78.4,67.8,1.57,0.24,1.2,0.48,1.57,1.45,29.3,3.37,0.84,2.29,0.72,40,4.82,47.5,141.4
Youcef Attal,FWDF,Nice,Ligue 1,1003,0.09,0.09,0.18,0.09,0.18,0.13,0.05,0.19,0.13,0.19,1.71,0.81,17.3,2.87,0.18,80.7,176.6,0.81,2.25,0.99,0.27,3.6,2.61,17.6,2.16,1.53,4.14,1.08,66.8,7.66,48.2,305.3
Pierre-Emerick Aubameyang,FW,Arsenal,Premier League,3136,0.63,0.09,0.72,0.57,0.66,0.45,0.08,0.54,0.41,0.49,2.59,1.15,15,1.61,0.29,68.9,74.3,0.66,0.78,1.35,0.4,2.24,1.12,16.5,1.7,0.26,1.38,0.46,35.9,1.41,51,112
Emil Audero,GK,Sampdoria,Serie A,3240,0,0,0,0,0,0,0,0,0,0,0,0,,0.06,0,63.6,392.6,0,0.25,0,0,0,0,0.06,0,0,0,0.03,31.3,0.03,100,34
Tommaso Augello,DF,Sampdoria,Serie A,1135,0,0.16,0.16,0,0.16,0,0.12,0.12,0,0.12,0,0,,3.17,0.24,77,388.4,1.67,3.89,2.14,1.19,6.19,1.19,7.7,1.51,0.63,1.83,1.51,72.7,2.38,70,208.3
Jean-Kévin Augustin,FW,Monaco,Ligue 1,266,0,0,0,0,0,0.16,0,0.16,0.16,0.16,2.33,1,14.3,2.37,0.68,82.5,15.7,0,0.67,0,0,0.33,0.67,13,0.67,1.33,2,0,26.7,4,66.7,83.3
Ludwig Augustinsson,DF,Werder Bremen,Bundesliga,924,0,0.1,0.1,0,0.1,0.02,0.11,0.13,0.02,0.13,0.49,0,23.4,1.95,0.1,72.5,285.3,1.55,1.46,0.97,0.58,4.56,2.91,15.9,2.23,0.78,3.69,3.4,64.6,0.87,66.7,111.4
Serge Aurier,DF,Tottenham,Premier League,2700,0.03,0.17,0.2,0.03,0.2,0.02,0.09,0.11,0.02,0.11,0.43,0.13,18.7,1.63,0.2,76.3,246.7,1,2.1,1.33,0.53,3.7,3.27,17.4,1.93,0.97,4.23,3.5,68.6,2.43,63,104.6
Mathias Autret,MFFW,Brest,Ligue 1,1222,0.15,0.22,0.37,0.15,0.37,0.14,0.22,0.37,0.14,0.37,1.99,0.66,21.8,4.2,0.44,67.8,176.1,2.21,2.72,2.13,0.74,3.75,1.76,23.2,1.76,0.74,2.5,0.44,53.2,1.99,44.4,111.6
Ezequiel Ávila,FW,Osasuna,La Liga,1591,0.51,0.11,0.62,0.51,0.62,0.4,0.15,0.55,0.4,0.55,3.84,1.53,18.1,2.83,0.4,57.3,47.1,1.19,1.24,0.73,0.23,1.69,1.07,19.3,0.96,0.23,1.3,0.4,32.5,1.86,45.5,70.3
Javier Avilés,MFFW,Leganés,La Liga,184,0.49,0.49,0.98,0.49,0.98,0.25,0.45,0.7,0.25,0.7,2.5,1,17.9,2.93,0.98,67.6,196,2.5,1,3.5,3,1.5,3.5,26,2,0.5,4,1,51.5,3.5,57.1,210.5
Chidozie Awaziem,DF,Leganés,La Liga,1997,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,0.45,0,12.8,0.45,0,78,235.9,0.18,2.43,0.36,0.14,2.57,1.76,9.19,1.71,0.54,2.3,6.35,45.6,0.23,60,65
Taiwo Awoniyi,FW,Mainz 05,Bundesliga,483,0.19,0,0.19,0.19,0.19,0.35,0.17,0.52,0.35,0.52,2.41,0.56,11,2.24,0,72.5,63.9,1.3,1.48,0.74,0.56,0.93,0.37,14.6,1.3,0.37,0.74,0.19,33,3.33,55.6,109.6
Florian Ayé,FWMF,Brescia,Serie A,1380,0,0,0,0,0,0.2,0.03,0.23,0.2,0.23,1.76,0.46,13.2,1.96,0.07,71.1,36.3,0.46,0.72,0.46,0.07,1.05,1.31,32.2,2.22,0.13,1.44,1.24,33,2.16,66.7,55.8
Jordan Ayew,FWMF,Crystal Palace,Premier League,3148,0.26,0.06,0.31,0.26,0.31,0.18,0.06,0.24,0.18,0.24,1.6,0.69,14.7,1.94,0.2,81.9,54,0.74,1.2,0.63,0,1.4,1.54,29.1,1,0.4,1.94,0.57,39,3.34,64.1,109.4
Kaan Ayhan,DF,Düsseldorf,Bundesliga,2731,0.07,0.1,0.16,0.07,0.16,0.08,0.08,0.16,0.08,0.16,0.92,0.13,16.6,1.02,0.1,83.8,417.6,0.56,4.36,0.43,0.1,4.72,1.68,8.78,1.12,1.22,2.9,3.5,66.6,0.43,84.6,156.9
Ramon Azeez,MF,Granada,La Liga,1361,0.13,0,0.13,0.13,0.13,0.13,0.02,0.14,0.13,0.14,1.26,0.2,21.1,1.12,0.07,80.2,82.1,0.4,1.72,0.26,0,1.26,1.13,21.9,1.13,0.99,2.12,0.99,34.6,0.53,37.5,58.5
César Azpilicueta,DF,Chelsea,Premier League,3229,0.06,0.17,0.22,0.06,0.22,0.07,0.16,0.24,0.07,0.24,0.81,0.17,13.2,2.23,0.2,79.9,431.4,1.2,4.12,1.67,0.78,5.07,2.84,15.8,2.26,1.09,3.93,4.07,91.2,0.67,62.5,114.3
Ludovic Baal,DF,Brest,Ligue 1,827,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,0.22,0,11.1,2.18,0.11,80.8,431.6,1.52,4.57,1.41,0.87,5.54,3.7,19.3,2.39,1.52,5.22,3.37,81.5,2.93,63,204.5
Iddrisu Baba,MF,Mallorca,La Liga,2903,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,0.46,0.06,23,0.78,0.03,81.4,166.4,0.19,3.03,0.19,0.03,3.03,2.11,18,1.05,0.71,2.82,2.2,50,1.67,85.2,93.7
Khouma Babacar,FW,Lecce,Serie A,1422,0.19,0,0.19,0.19,0.19,0.39,0.04,0.43,0.28,0.33,2.97,1.01,15.1,2.91,0.32,73.5,34.1,0.76,0.7,0.57,0,1.14,1.08,18.4,1.2,0.13,1.2,1.9,34,1.96,54.8,79.8
Carlos Bacca,FWMF,Villarreal,La Liga,688,0.26,0.13,0.39,0.26,0.39,0.41,0.06,0.47,0.41,0.47,2.24,0.79,13.6,1.57,0.26,75.9,16.4,0.53,0.66,0.13,0,0.66,0.39,11.1,0.66,0.13,0.53,0.66,27,1.45,54.5,42
Milan Badelj,MF,Fiorentina,Serie A,1585,0.06,0,0.06,0.06,0.06,0.08,0.06,0.13,0.08,0.13,0.91,0.11,22.9,2.5,0.06,81.6,241.9,1.14,4.94,0.63,0,4.32,2.05,18.1,1.99,1.48,3.52,2.39,65.7,1.48,80.8,89.9
Matthias Bader,DF,Köln,Bundesliga,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,57.1,150,0,0,0,0,0,10,10,0,0,10,0,80,0,,270
Bastian Badu,FW,Montpellier,Ligue 1,9,0,0,0,0,0,0.45,0,0.45,0.45,0.45,10,0,12.2,0,0,100,80,0,10,0,0,0,0,20,0,0,0,0,70,0,,10
Alejandro Baena,MF,Villarreal,La Liga,15,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,100,0,0,0,0,0,0,5,20,0,0,5,0,30,0,,0
Stéphane Bahoken,FW,Angers,Ligue 1,907,0.4,0,0.4,0.3,0.3,0.3,0.08,0.37,0.22,0.3,1.98,0.89,15.1,2.08,0.3,73.5,32,0.99,0.69,0.5,0.3,0.59,0.69,20.8,0.4,0.1,0.79,0.59,33.8,1.29,23.1,59.1
Daniel Baier,MF,Augsburg,Bundesliga,1941,0.05,0,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04,0.74,0.09,25.5,1.53,0.19,77.4,187.2,0.37,2.59,0.42,0,2.96,1.62,14.7,1.53,1.48,3.1,2.55,50.8,0.69,73.3,63.5
Leon Bailey,FWMF,Leverkusen,Bundesliga,1090,0.41,0.25,0.66,0.41,0.66,0.35,0.21,0.56,0.35,0.56,2.56,0.91,17.5,3.39,0.66,67.8,155.2,1.74,1.4,1.98,0.74,3.22,0.74,14.1,0.83,0.5,1.24,0.66,52.6,6.12,58.1,179.8
Eric Bailly,DF,Manchester Utd,Premier League,150,0,0,0,0,0,0,0,0,0,0,0,0,,0.6,0,88.9,254.7,0,1.18,0,0,2.35,0,10,1.76,1.18,1.18,4.12,51.2,0.59,100,85.3
Dénys Bain,DF,Brest,Ligue 1,1268,0.07,0,0.07,0.07,0.07,0.04,0,0.04,0.04,0.04,0.21,0.07,5.7,0.28,0,93.1,262.3,0,0.43,0,0,1.06,2.06,7.02,1.56,1.13,3.19,7.23,58.2,0.07,0,77.5
Leighton Baines,DF,Everton,Premier League,404,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,0.22,0,32.4,2.67,0,80.4,244.2,1.33,1.33,1.56,1.11,2.89,2.22,11.3,2.44,0.44,2.67,2.67,56.7,0.44,50,62.4
Stefan Bajic,GK,Saint-Étienne,Ligue 1,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,312,0,0,0,0,0,0,0,0,0,0,0,23,0,,8
Tiemoué Bakayoko,MF,Monaco,Ligue 1,1719,0.05,0.1,0.16,0.05,0.16,0.09,0.04,0.14,0.09,0.14,1.26,0.42,17.6,1.57,0.16,86.5,201.7,0.42,3.93,0.63,0,4.19,3.66,21.7,1.31,1.47,5.13,1.05,64.6,2.93,55.4,127.6
Lewis Baker,MF,Düsseldorf,Bundesliga,545,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,1.97,0.82,25.4,2.48,0.17,80,138.4,0.98,3.44,0.49,0,2.95,1.15,24.9,1.31,0.66,1.8,1.48,46.4,1.97,83.3,92.3
Mitchel Bakker,DF,Paris S-G,Ligue 1,90,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,96.8,427,0,9,0,0,1,3,13,1,0,3,0,100,1,100,80
Ridle Baku,DFMF,Mainz 05,Bundesliga,2351,0.04,0.11,0.15,0.04,0.15,0.04,0.12,0.16,0.04,0.16,0.84,0.23,21.7,2.49,0.38,71.7,225.6,0.96,2.41,1.46,0.65,3.95,2.15,19.9,2.8,1.38,3.52,2.49,58.4,2.41,49.2,116.9
Fabián Balbuena,DF,West Ham,Premier League,1177,0.08,0,0.08,0.08,0.08,0.13,0,0.13,0.13,0.13,0.76,0.31,7.2,0.31,0,74.1,220.7,0,1.83,0.15,0,2.29,1.37,8.85,2.06,1.15,2.52,7.1,49.8,0,,74.7
Keita Baldé,FWMF,Monaco,Ligue 1,858,0.42,0.1,0.52,0.42,0.52,0.43,0.09,0.52,0.43,0.52,2.95,1.37,15.2,2.31,0.52,70.2,80.7,0.32,1.26,0.63,0,2.53,1.16,15.3,0.95,0.32,1.47,1.05,43.9,1.26,50,80.7
George Baldock,DF,Sheffield Utd,Premier League,3420,0.05,0.08,0.13,0.05,0.13,0.02,0.07,0.09,0.02,0.09,0.34,0.13,16.9,1.71,0.16,75.6,172.1,0.71,1.58,1.18,0.74,2.32,1.92,14.8,1.66,0.79,2.71,2.29,50.9,1.76,64.2,102.3
Gareth Bale,FWMF,Real Madrid,La Liga,1089,0.17,0.17,0.33,0.17,0.33,0.29,0.11,0.39,0.29,0.39,2.81,1.07,17.4,2.73,0.58,75,130.5,0.91,1.49,1.4,0.83,2.48,0.83,8.68,1.32,0.33,1.16,0.74,51.1,2.48,56.7,153
Mikel Balenziaga,DF,Athletic Club,La Liga,563,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.48,0,28.8,0.32,0,72.9,231.3,0,1.59,0.63,0.16,2.38,1.75,13.2,2.7,0.63,2.38,3.02,50.3,0.32,50,67.6
Leonardo Balerdi,DFMF,Dortmund,Bundesliga,133,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,89.1,382.7,0,2,0,0,2,1.33,12,0,3.33,4.67,3.33,94.7,2,33.3,122
Marco Ballarini,MF,Udinese,Serie A,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,35,0,0,0,0,0,0,1,0,0,0,0,5,0,,26
Fodé Ballo-Touré,DF,Monaco,Ligue 1,1679,0,0,0,0,0,0.03,0.07,0.11,0.03,0.11,0.27,0.11,12.6,1.45,0,79.7,215.6,0.75,2.57,0.75,0.37,3.16,2.25,13.6,1.55,1.18,3.42,2.51,57.1,2.67,60,166.5
Florent Balmont,MF,Dijon,Ligue 1,401,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,1.56,0.67,31.2,2.02,0,83.5,212,0.44,4.22,0.44,0,5.11,3.56,22,1.33,0.44,4,0.44,70,0.67,33.3,121.8
Mario Balotelli,FW,Brescia,Serie A,1404,0.32,0,0.32,0.32,0.32,0.46,0.03,0.49,0.46,0.49,4.55,1.54,19.7,2.12,0.06,64.7,72.6,0.51,1.54,0.71,0.19,2.31,0.26,9.81,0.64,0.32,0.58,1.28,36.6,1.41,50,63.1
Abdoulaye Bamba,DF,Angers,Ligue 1,554,0,0,0,0,0,0,0.05,0.05,0,0.05,0.16,0,22.8,0.49,0,74.2,277.3,0.48,1.61,0.32,0.32,2.1,2.1,10,1.45,0.32,2.42,2.26,51.8,0.65,100,61.9
Jonathan Bamba,FWMF,Lille,Ligue 1,1937,0.05,0.19,0.23,0,0.19,0.24,0.11,0.34,0.13,0.24,2.05,1.07,21.4,3.58,0.33,80.5,147.3,1.63,2.84,0.98,0,3.58,0.74,16,1.44,0.65,1.4,0.33,51.6,3.72,60,180.8
Éver Banega,MF,Sevilla,La Liga,2475,0.11,0.25,0.36,0.04,0.29,0.11,0.19,0.29,0.05,0.24,1.38,0.29,24.2,4.22,0.44,82.2,466,2.15,9.75,1.2,0.25,8.84,1.85,16.4,0.73,0.51,2.36,0.4,95.9,2.33,71.9,208.4
Mattia Bani,DF,Bologna,Serie A,2207,0.16,0,0.16,0.16,0.16,0.14,0,0.14,0.14,0.14,0.69,0.29,9.5,0.33,0.04,81.9,282.2,0.04,2.41,0.08,0.04,2.57,2.2,15.9,1.88,1.14,3.35,7.02,58.6,0.16,50,95.6
Antonín Barák,MF,Udinese,Serie A,194,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,1.82,0.91,23.9,2.78,0,73.1,151.8,1.82,2.73,1.36,0,5.45,1.82,35.9,2.73,0,1.82,0.45,61.4,2.73,100,166.4
Antonín Barák,MF,Lecce,Serie A,1369,0.13,0.07,0.2,0.13,0.2,0.21,0.09,0.3,0.21,0.3,2.24,0.86,15.8,2.76,0.33,81.5,174.9,1.05,3.62,0.92,0.26,3.88,1.58,20.1,1.97,0.2,1.78,0.92,57,1.58,41.7,170.7
Federico Barba,DF,Valladolid,La Liga,450,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,0.2,0.2,12,0.6,0.2,67,232.2,0.4,4,0.4,0.2,2.8,2.2,8.4,2.6,1,3.2,4.6,55,0.4,50,61.2
Danilo Barbosa,DFMF,Nice,Ligue 1,1122,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,0.4,0.08,18.6,1.44,0.08,91.4,295.1,0.56,5.28,0.4,0,3.92,2.4,16.6,2.24,0.72,3.12,3.36,76.7,1.28,62.5,197.3
Melvin Bard,DF,Lyon,Ligue 1,45,0,0,0,0,0,0,0.16,0.16,0,0.16,0,0,,4,0,85.1,316,4,2,0,0,2,0,10,0,0,0,0,94,0,,228
